origin_id,origin_dipslay_name,destination_id,destination_display_name,date_range,mean_travel_time,range_lower,range_upper
"177","1230 Peachtree St NE, Atlanta, GA","797","Census Tract 40","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1259,846,1873
"177","1230 Peachtree St NE, Atlanta, GA","798","Census Tract 41","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1213,807,1821
"177","1230 Peachtree St NE, Atlanta, GA","799","Census Tract 44","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1098,716,1681
"177","1230 Peachtree St NE, Atlanta, GA","800","Census Tract 48","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1069,663,1721
"177","1230 Peachtree St NE, Atlanta, GA","801","Census Tract 39","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1434,969,2121
"177","1230 Peachtree St NE, Atlanta, GA","802","Census Tract 49","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1091,696,1708
"177","1230 Peachtree St NE, Atlanta, GA","803","Census Tract 50","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1123,723,1744
"177","1230 Peachtree St NE, Atlanta, GA","804","Census Tract 52","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1216,780,1894
"177","1230 Peachtree St NE, Atlanta, GA","805","Census Tract 53","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1366,960,1942
"177","1230 Peachtree St NE, Atlanta, GA","806","Census Tract 82.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1955,1396,2736
"177","1230 Peachtree St NE, Atlanta, GA","807","Census Tract 83.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1272,918,1762
"177","1230 Peachtree St NE, Atlanta, GA","808","Census Tract 83.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1634,1176,2269
"177","1230 Peachtree St NE, Atlanta, GA","809","Census Tract 84","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1383,1003,1905
"177","1230 Peachtree St NE, Atlanta, GA","810","Census Tract 85","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1253,853,1840
"177","1230 Peachtree St NE, Atlanta, GA","811","Census Tract 86.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1415,988,2025
"177","1230 Peachtree St NE, Atlanta, GA","812","Census Tract 55.01","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1406,993,1989
"177","1230 Peachtree St NE, Atlanta, GA","813","Census Tract 55.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1280,878,1864
"177","1230 Peachtree St NE, Atlanta, GA","814","Census Tract 57","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1448,984,2130
"177","1230 Peachtree St NE, Atlanta, GA","815","Census Tract 58","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1162,762,1769
"177","1230 Peachtree St NE, Atlanta, GA","816","Census Tract 61","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1669,1223,2277
"177","1230 Peachtree St NE, Atlanta, GA","817","Census Tract 63","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1019,682,1521
"177","1230 Peachtree St NE, Atlanta, GA","818","Census Tract 64","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1504,1058,2136
"177","1230 Peachtree St NE, Atlanta, GA","819","Census Tract 65","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1067,732,1553
"177","1230 Peachtree St NE, Atlanta, GA","820","Census Tract 86.02","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1637,1117,2398
"177","1230 Peachtree St NE, Atlanta, GA","821","Census Tract 88","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1170,821,1665
"177","1230 Peachtree St NE, Atlanta, GA","822","Census Tract 92","9/1/2019 - 9/30/2019, Weekdays, Daily Average",393,237,649
"177","1230 Peachtree St NE, Atlanta, GA","824","Census Tract 75","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1141,798,1629
"177","1230 Peachtree St NE, Atlanta, GA","829","Census Tract 60","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1355,990,1853
"177","1230 Peachtree St NE, Atlanta, GA","831","Census Tract 9800","9/1/2019 - 9/30/2019, Weekdays, Daily Average",1540,1192,1988
